n,x,y
26336,436168.09866,4466490.36588
26337,437091.30412,4466528.91489
26338,437984.625,4470220.0818
26339,437698.59375,4470517.55893
26340,429106.13982,4469377.6762
26341,422883.15134,4462844.12643
26342,438353.44605,4462051.79327
26343,429268.82151,4471247.1958
26344,444065.36862,4450736.56286
26345,444925.0403,4447884.61699
26346,436169.79674,4466755.26699
26347,436244.40889,4466834.35904
26348,444940.59377,4447563.76012
26349,444932.89125,4447564.61595
26350,444897.1411,4446221.98713
26351,437153.60648,4465849.63986
26352,437295.56013,4465825.51108
26353,437412.39598,4465833.13081
26354,437491.13319,4465797.57207
26355,446260.60129,4441571.59853
26356,445715.65625,4441019.77718
26357,446014.25,4440304.00598
26358,445642.88145,4440137.50618
26359,447137.40016,4437066.89234
26360,446231.03125,4437477.7323
26361,446136.9375,4437445.01133
26362,447846.17979,4438770.94475
26363,447778.99814,4438899.38025
26364,449613.5625,4438287.57628
26365,447993.875,4436393.85021
26366,437205.13928,4461054.91252
26367,436864.23591,4463374.9356
26368,435423.07103,4461748.08186
26369,412917.97182,4468298.28875
26370,422043.73584,4469540.47348
26371,421673.73849,4469752.05423
26372,437468.95077,4463426.51279
26373,420044.32763,4466388.03789
26374,438835.80772,4468842.97121
26375,423651.49662,4468179.22227
26376,422197.43349,4467980.84268
26377,420984.43073,4467843.33125
26378,438946.99611,4468727.94874
26379,420109.63811,4467265.1985
26380,439165.5388,4468655.10118
26381,439211.54778,4468574.58545
26382,439249.88861,4468087.65701
26383,439261.39085,4467961.13229
26384,439502.93804,4467504.87651
26385,439825.00094,4467267.16341
26386,440049.64976,4467175.06556
26387,437957.40048,4467913.78806
26388,439964.04548,4453117.07286
26389,439967.5048,4453950.30156
26390,413631.875,4462349.48728
26391,438499.89433,4435584.65178
26392,438763.47278,4435779.38511
26393,438027.66873,4434956.17927
26394,438649.46533,4435839.15452
26395,440103.1495,4452175.70848
26396,440077.97876,4452843.05611
26397,437449.43888,4460593.54154
26398,435290.77288,4464314.57554
26399,444449.29962,4460944.25319
26400,445304.98269,4455536.82812
26401,443888.125,4456388.71172
26402,439939.00714,4453528.59718
26403,439742.06594,4458384.78763
26404,441721.9926,4456824.82052
26405,441727.91808,4456537.75188
26406,446274.41206,4450350.76301
26407,446293.13223,4450436.3409
26408,446343.9441,4450489.82708
26409,420869.47841,4474039.71668
26410,446517.77418,4450551.33618
26411,439924.41318,4457104.86731
26412,439878.91657,4456984.43908
26413,439887.19442,4456954.94923
26414,446688.92996,4450714.46903
26415,444898.91826,4447305.90368
26416,440125.625,4456870.16442
26417,439777.23543,4457124.01238
26418,445664.76202,4447309.50543
26419,429291.46875,4426118.89992
26420,442852.84375,4458029.06211
26421,446615.68513,4447327.36577
26422,446733.30058,4447370.13502
26423,414257,4488192
26424,413594,4487703
26425,414307,4486973
26426,414307,4485008
26427,414305,4484923
26428,415556,4484906
26429,415578,4485008
26430,420341.88811,4538898.03572
26431,425607.22935,4476442.24105
26432,420601.09412,4470709.81622
26433,433808.31944,4425334.4027
26434,433389.42864,4425338.40778
26435,443656.41694,4452819.89609
26436,420703.58774,4470995.29483
26437,421203.64711,4471136.45577
26438,420601.40287,4471027.20902
26439,446868.02374,4447353.02732
26440,420561.23413,4471303.34048
26441,420680.2141,4471146.89638
26442,424637.77293,4475952.41201
26443,447231.60367,4447131.7982
26444,446412.8665,4441610.9087
26445,420580.90357,4471153.43621
26446,441510.35578,4454207.96878
26447,413471.7407,4469707.13509
26448,449470.25141,4443998.36504
26449,420597.54667,4470975.13868
26450,420571.73033,4470955.16755
26451,451261.50374,4444004.96265
26452,420547.93944,4471299.69642
26453,435061.1084,4466540.81078
26454,451858.58785,4444008.26146
26455,413241.81748,4469606.63872
26456,412801.30708,4468771.98475
26457,412826.70161,4469149.91518
26458,413252.89528,4469592.0991
26459,452587.62425,4444014.85907
26460,452696.48489,4444133.61613
26461,413390.47795,4469699.41042
26462,452676.69205,4444463.49686
26463,452627.20994,4444555.86346
26464,452623.91113,4444635.03483
26465,415211.42768,4470191.68695
26466,451891.48057,4443776.37927
26467,451833.06364,4443909.57539
26468,447453.82461,4437251.99303
26469,415727.34327,4470326.03834
26470,417083.11576,4470362.36611
26471,437849.99457,4434534.1746
26472,445607.74332,4449651.10127
26473,424040.5044,4468657.95384
26474,423504.5177,4469905.98013
26475,438158.12499,4437466.81949
26476,436191.66908,4474765.98509
26477,435514.50751,4477093.3265
26478,447363.64969,4447698.90378
26479,446815.31438,4447849.49064
26480,446652.32728,4448366.27901
26481,435521.67329,4476480.53002
26482,435846.84264,4476523.4247
26483,435971.37559,4476163.66286
26484,435715.3912,4476070.95501
26485,428737.6589,4474292.07549
26486,428325.05441,4473741.93616
26487,443771.42376,4452820.69262
26488,443788.24424000003,4452579.85394
26489,424245.56381,4476202.3387
26490,424362.20182,4476065.74945
26491,424705.26515,4475995.66559
26492,435266.48645,4462708.59981
26493,435493.39587,4462423.64221
26494,421759.23998,4473632.36923
26495,423918.12126,4472364.76369
26496,447498.36221,4449769.26495
26497,425588.25328,4470621.75251
26498,447283.17566,4449665.83011
26499,447560.42312,4436704.51303
26500,447825.28471,4436711.97392
26501,448022.99829,4436738.08703
26502,448272.9381,4436741.81748
26503,444790.93166,4437240.58125
26504,413502.5333,4469699.43694
26505,412905.86749,4469132.1468
26506,413289.36442,4467150.97155
26507,413256.58929,4466782.64144
26508,440297.6131,4464238.35931
26509,442118.21944,4458663.53873
26510,442188.72355,4458721.88696
26511,441683.65299,4458665.32959
26512,445297.50996,4454643.48435
26513,413122.48553,4466430.82516
26514,447046.72464,4444008.53378
26515,413152.34579,4466430.82516
26516,422638.98507,4468344.25837
26517,441655.71936,4453869.08265
26518,441853.32229,4453655.67148
26519,441697.49826,4453881.5034
26520,413919.95102,4465819.15239
26521,443209.20605,4439139.35952
26522,414063.01383,4465701.71277
26523,440881.93203,4438903.07121
26524,441246.6388,4440818.8803
26525,441300.70102,4443571.90419
26526,441301.90128,4444810.34093
26527,437184.7386,4464020.9534
26528,438818.21107,4458497.88755
26529,438611.01119,4458928.47627
26530,412929.42208,4468304.65
26531,438978.71954,4458647.58549
26532,425333.08698,4476032.34817
26533,435559.90325,4467068.84344
26534,419613.05772,4471818.58511
26535,418905.69781,4471979.37596
26536,437301.92005,4463731.40873
26537,437350.15038,4463770.4032
26538,427285.65149,4472759.77761
26539,424279.34755,4476008.09935
26540,411499.93606,4460557.25171
26541,414537.04284,4465404.91082
26542,412769.93736,4468996.05417
26543,412829.68921,4468954.22788
26544,413001.86002,4469337.86155
26545,411212.84249,4470990.1822
26546,412537.92333,4469672.19592
26547,414812.73626,4465582.42117
26548,413328.38244,4466757.66991
26549,412450.25466,4464394.01231
26550,416138.81733,4471644.3619
26551,415999.20221,4471504.74678
26552,415847.70495,4471480.9825
26553,415714.0309,4471341.36738
26554,412875.34768,4456235.81469
26555,443682.97717,4454873.90811
26556,436194.29856,4468698.2898
26557,437238.30431,4464974.37186
26558,437702.98166,4461455.88059
26559,437849.27822,4460183.31075
26560,426490.91579,4474809.61343
26561,415621.94434,4471287.89776
26562,415494.21135,4471287.89776
26563,415253.59806,4471439.39502
26564,415122.89455,4471629.50922
26565,412227.00215,4468433.59701
26566,413005.06925,4471049.92309
26567,413398.36345,4471433.26048
26568,413697.06791,4471637.3752
26569,427361.96773,4472835.34565
26570,418055.45584,4471517.53397
26571,417997.67642,4471037.96484
26572,417984.19456,4471459.75455
26573,417934.11907,4471367.30749
26574,416819.93939,4471026.04784
26575,418882.35491,4471746.76177
26576,428528.33691,4472141.01648
26577,428527.95689,4472134.17613
26578,428699.81138,4471986.19168
26579,428706.2964,4471992.6767
26580,427788.63761,4472721.07137
26581,427828.76784,4472697.42597
26582,427830.40731,4472715.7881
26583,427825.81678,4472708.9023
26584,446399.34435,4449951.1099
26585,447788.8778,4438743.28171
26586,435474.24983,4467230.63323
26587,430092.80915,4470248.16467
26588,420094.7796,4473499.76559
26589,421075.19625,4474841.72828
26590,421247.62523,4474927.94277
26591,421375.22267,4474921.04561
26592,411147.03529,4471673.33689
26593,413269.44084,4470817.67482
26594,412859.0247,4458111.5455600005
26595,414013.89815,4459119.84378
26596,408881.1733,4459756.41139
26597,405913.16372,4462780.85246
26598,437427.99122,4463536.88069
26599,433193.11363,4466806.25493
26600,439917.22999,4458991.63325
26601,439202.13288,4459166.53847
26602,441957.69119,4439768.84241
26603,441868.13936,4439846.67494
26604,441624.65608,4439971.22678
26605,442077.7135,4440397.54547
26606,441379.55373,4439977.40583
26607,440867.0985,4433894.16706
26608,439197.95147000003,4431774.13086
26609,442987.43882,4431747.72328
26610,429327.5555,4469880.41764
26611,429237.41527,4469764.80299
26612,420822.00501,4471637.98565
26613,435688.78791,4466955.16331
26614,449086.32118,4437281.06779
26615,449347.91612,4437426.39831
26616,443141.90256,4433196.70681
26617,432193.70846,4426847.71801
26618,438185.01832,4434969.15019
26619,440166.89855,4445580.78594
26620,439947.98465,4438232.72399
26621,441054.32715,4439700.12949
26622,437710.78155,4434464.66479
26623,437722.15732,4434459.45661
26624,437763.27458,4434576.22962
26625,437952.41396,4434821.28847
26626,437545.59757,4459690.99895
26627,437672.07853,4459449.13186
26628,437653.76133,4459429.40656
26629,437683.17335,4459502.387
26630,437612.1665,4459464.66461
26631,437645.25984,4459333.06505
26632,438257.90006,4458401.79442
26633,437882.35984,4458787.15359
26634,441779.92692,4453933.44474
26635,437953.03166,4458790.54993
26636,437935.28076,4458780.40656
26637,439586.46023,4452058.91574
26638,439517.45241,4452015.00167
26639,439545.68288,4452033.82199
26640,439476.26857,4452555.38449
26641,439446.32018,4453144.60967
26642,439233.07591,4453540.8886
26643,439297.04919,4453528.44935
26644,439277.5018,4453521.34121
26645,439145.86725,4454269.50161
26646,439121.82027,4454620.44165
26647,439045.93425,4454261.62934
26648,439073.29466,4455418.20261
26649,438970.42038,4455563.77942
26650,438952.95116,4455548.25123
26651,439051.94339,4455408.49748
26652,439137.34846,4454911.59529
26653,439143.17153,4455257.0976
26654,439087.83173,4455457.2854
26655,439379.55676,4458522.96654
26656,438652.09241,4456083.97391
26657,439052.09646,4455299.70326
26658,438243.0016,4456983.45005
26659,438270.06377,4456990.21559
26660,438360.70053,4457944.29857
26661,438335.85886,4457944.29857
26662,438199.26215,4456945.88051
26663,438372.17129,4456656.72904
26664,438206.70319,4456816.90252
26665,438549.21812,4456316.89682
26666,438525.92583,4456303.30965
26667,439879.66285,4458367.37038
26668,438283.59391,4457982.66509
26669,438409.88498,4458092.99899
26670,438163.75368,4458381.47236
26671,439738.6166,4458399.57052
26672,439377.42146,4458534.58753
26673,438826.78459,4455792.82028
26674,446614.94723,4436936.53302
26675,408655.43379,4462880.48498
26676,409660.51198,4462888.08246
26677,430906.87942,4467698.55591
26678,446157.5662,4436577.73943
26679,445963.62372,4436427.43401
26680,440899.08292,4434129.68868
26681,444937.54677,4436125.13963
26682,415363.67783,4464054.255
26683,414941.79072,4464661.99133
26684,437325.82512,4463758.24057
26685,437403.66596,4463534.44816
26686,437155.54829,4463892.02951
26687,437397.30761,4463418.08418
26688,446603.25257,4450123.80767
26689,447027.71456,4450406.78233
26690,446823.80635,4450261.13361
26691,443707.45169,4451721.61678
26692,443702.95018,4451663.99746
26693,443657.03479,4451642.39022
26694,443598.51518,4451661.29656
26695,443399.36956,4451981.6778
26696,447797.76948,4438843.06622
26697,447184.22017,4439141.68841
26698,447068.68432,4439243.49723
26699,447042.37418,4439330.4351
26700,447057.65516,4439407.27704
26701,447334.0736,4439026.15256
26702,446667.72596,4439113.08127
26703,437215.06701,4461887.95892
26704,445009.09673,4435910.48974
26705,437256.4877,4460953.85048
26706,444673.90621,4435551.46046
26707,444240.18814,4435322.86127
26708,444958.59088,4435862.0883
26709,436672.96232,4464218.74456
26710,436672.96232,4464195.0443
26711,438465.85778,4456834.77671
26712,441773.15196,4454041.84406
26713,441852.19313,4453901.54598
26714,441684.23064,4453981.9986
26715,441554.1253,4454099.42324
26716,441546.07075,4454025.90511
26717,438884.99253,4439894.72479
26718,438725.58258,4439320.84896
26719,438908.90402,4439892.06795
26720,439643.42305,4451746.62397
26721,438913.75049,4453956.86889
26722,439440.03086,4453953.24355
26723,440741.90596,4453946.33541
26724,438654.20303,4457762.31085
26725,416510.50196,4465718.35837
26726,418627.37987,4466411.29322
26727,421442.22465,4466816.63396
26728,422185.33585,4466808.18952
26729,420567.3058,4468170.48817
26730,420584.78882,4468151.29527
26731,420185.8709,4466612.2155
26732,420250.72331,4467462.7157
26733,420566.83383,4467956.6514
26734,420503.23006,4467990.2534
26735,420184.37507,4467483.65165
26736,420102.11076,4466622.8641
26737,420891.09006,4465084.65877
26738,420587.85184,4465247.62353
26739,420412.51001,4465412.65113
26740,420241.93692,4465749.07546
26741,420192.64384,4466037.25043
26742,420103.5371,4466052.41753
26743,420167.03144,4465726.20358
26744,420241.29387,4465552.9246
26745,420363.00172,4465359.01716
26746,420530.09217,4465181.61249
26747,420818.89048,4465033.08764
26748,420189.92991,4467237.59819
26749,419392.10838,4471830.63884
26750,419247.39119,4471955.25643
26751,434721.58578,4465952.54527
26752,434728.89156,4465967.15682
26753,435085.41346,4465861.95364
26754,435079.56884,4465845.88093
26755,446275.72458,4453260.72913
26756,430298.74457,4480215.02681
26757,441880.00542,4458664.72555
26758,441845.80919,4458536.73394
26759,429927.21635,4470378.07474
26760,444117.64688,4442403.34933
26761,439077.17671,4454302.11368
26762,439064.69104,4454107.00536
26763,439122.87811,4453975.54754
26764,439200.02684,4458577.45789
26765,439034.9513,4458588.79144
26766,439010.55568,4458597.76962
26767,439259.97845,4458608.04546
26768,439340.31687,4458601.50629
26769,439347.79022,4458577.21793
26770,439325.37019,4458556.66624
26771,439202.06005,4458587.49377
26772,429984.34813,4470105.27027
26773,429978.72643,4470277.86745
26774,430133.8833,4470122.03799
26775,430219.66732,4470079.60719
26776,436910.77029,4460943.13056
26777,421237.01691,4473958.74221
26778,425948.94818,4474364.48654
29005,425261.55117,4476074.10278
29006,424935.54028,4476045.48862
29007,425320.79685,4475671.59851
29008,425301.80496,4475420.90556
29009,424875.96893,4475039.95778
29010,415330.36252,4461319.15217
29011,428095.50279,4472414.38557
29012,428345.50592,4472312.14792
29013,428709.89379,4472041.93921
29014,424162.29154,4475276.56719
29015,424572.51637,4474775.18129
29016,424854.6599,4474751.93522
29017,424842.87102,4474468.44358
29018,424683.1735,4474034.59103
29019,423093.91929,4474054.22799
29020,421717.63439,4474081.86424
29021,421777.18117,4473696.44492
29022,422256.8793,4471461.22313
29023,422269.12129,4471223.81489
29024,432715.36586,4473588.11086
29025,432467.72969,4473713.02638
29026,432176.29155,4473667.75444
29027,431961.24983,4473673.41343
29028,417055.7204,4468465.56053
29029,416362.90501,4468467.5765
29030,416133.12903,4467882.06129
29031,415101.49882,4467668.42356
29032,414189.78542,4465711.11463
29033,414528.50178,4465500.99778
29034,414643.44134,4464567.12487
29035,413917.57195,4463306.43218
29036,413933.19079,4462663.45653
29037,424843.44698,4475579.0099
29038,431737.71961,4473701.70839
29039,421728.39527,4469738.89197
29040,422204.87558,4469444.9764
29041,424819.88637,4471160.07076
29042,427981.89226,4471023.44088
29043,431427.22431,4473657.33137
29044,429944.45744,4469820.5082
29045,429954.61582,4470212.6219
29046,430088.96065,4470351.21344
29047,430430.73841,4470348.25763
29048,430450.09354,4470680.52062
29049,430569.45014,4470882.13652
29050,421967.55045,4469531.68103
29051,422204.95355,4469337.51678
29052,422031.21078,4469458.23762
29053,422328.4483,4469463.81954
29054,431050.48921,4473658.65505
29055,430348.43687,4473789.42278
29056,434795.57643,4467847.28577
29057,434964.88013,4467487.78776
29058,435657.4408,4466935.77566
29059,437508.27412,4466971.05203
29060,437830.46493,4467076.88113
29061,438602.89468,4466219.85355
29062,439385.60789,4464965.18743
29063,439956.76286,4464051.48656
29064,440411.96638,4462673.73722
29065,441015.86973,4460816.50684
29066,441809.21884,4458359.59677
29067,430546.50162,4473800.74077
29068,442599.07973,4456785.44292
29069,430673.72653,4473866.866
29070,443214.82072,4455318.63617
29071,443201.13181,4453965.92311
29072,443193.58539,4453438.72667
29073,443943.89697,4452972.94781
29074,443683.5384,4453008.97589
29075,428683.87556,4471971.16846
29076,443925.65776,4452558.00578
29077,443919.27403,4452230.61195
29078,443913.63352,4451812.25381
29079,444450.02628,4451778.62917
29080,447508.02408,4448581.67076
29081,447973.58015,4448578.43773
29082,447959.65869,4447699.97432
29083,447940.1832,4445897.94093
29084,447838.40011,4444717.99577
29085,445566.28355,4442082.82341
29086,445042.94181,4441549.71618
29087,444840.9686,4441548.26752
29088,444248.26937,4441570.30366
29089,444236.77047,4441326.83501
29090,444261.73361,4440627.97818
29091,444210.91648,4439224.50332
29092,444133.09771,4437626.2745
29093,443488.05807,4435774.52805
29094,442970.27114,4434510.77691
29095,441491.5068,4433448.87492
29096,447867.53404,4443843.75874
29097,446714.42436,4442093.90318
29098,446550.99781,4442218.55055
29099,445787.87888,4442297.49389
29100,440115.36365,4458574.04167
29101,439518.4084,4458599.20071
29102,439394.90042,4458654.09314
29103,438502.70995,4459390.35926
29104,419965.03316,4468445.24279
29105,438471.85408,4459799.9008
29106,438488.68455,4460804.11909
29107,438550.39629,4461014.50001
29108,438253.04713,4459406.57614
29109,438510.00044,4459531.35129
29110,438946.42883,4459531.35129
29111,439216.52958,4459107.1521
29112,440108.68198,4459038.9107
29113,440122.65294,4458390.0356
29114,442128.42534,4458349.25066
29115,442479.8651,4458303.75057
29116,442780.93067,4458217.39843
29117,442883.61971,4458019.02189
29118,442865.85448,4457612.12802
29119,443225.21154,4457221.80688
29120,443922.17925,4456399.33578
29121,444111.394,4456373.69541
29122,444184.88405,4455712.41616
29123,443970.25287,4455542.73853
29124,443956.90312,4454866.45697
29125,443945.59606,4453832.28617
29126,443941.28378,4453399.6678
29127,444548.937,4451152.81847
29128,445523.67858,4451214.05878
29129,446192.21863,4451027.78618
29130,446602.81939,4450028.99354
29131,438902.57218,4432891.59578
29132,437437.4274,4432914.85467
29133,437410.24364,4431705.1774
29134,437186.8545,4431531.3081
29135,436320.17491,4431536.63809
29136,435120.6929,4431535.41106
29137,430832.36345,4473856.9512
29138,433155.16398,4474162.45908
29139,427443.24632,4472973.35105
29140,437875.41209,4454085.2047
29141,437870.41304,4454058.95971
29142,427975.478,4457737.02473
29143,427964.71916,4457723.19194
29144,437545.71786,4462669.18489
29145,439285.33435,4462676.03276
29146,440710.18939,4461760.5672700005
29147,441407.34476,4459626.9083
29148,427659.36174,4476151.0765
29149,438471.85408,4461171.58444
29150,438474.65916,4461822.36277
29151,437731.31322,4461847.60848
29152,436825.27269,4461825.16785
29153,437276.89042,4461830.77801
29154,443690.53019,4453434.51586
29155,443949.50198,4454295.33592
29156,437411.30809,4462673.42217
29157,437452.82597,4462588.78185
29158,437577.17904,4462729.18048
29159,431345.44837,4444265.56432
29160,431307.95311,4444253.0659
29161,438709.28062,4453996.77895
29162,438086.61174,4456885.7633
29163,438235.17703,4456748.36052
29164,438263.12915,4457242.89036
29165,438238.58104,4457231.98009
29166,438225.27279,4456901.83089
29167,438222.21563,4457076.50873
29168,438122.22221,4456983.69211
29169,438294.72347,4457038.43643
29170,438318.22238,4456776.05517
29171,438264.55186,4456932.77308
29172,438362.69436,4456853.70597
29173,438239.69943,4456885.38649
29174,438230.38163,4456984.15514
29175,445032.51571,4451152.26915
29176,444552.97592,4451361.59727
29177,433770.25963,4466699.20577
29178,433761.82193,4466680.92407
29179,433754.7905,4466665.45495
29180,433722.44597,4466652.79839
30000,424506,4484607
30001,424508,4484949
30002,424518,4485988
30003,424521,4486629
30005,424498,4486999
30006,424302,4488136
30007,424138,4489100
30009,423978,4490064
30010,423813,4491623
30011,423831,4493030
30012,423806,4493454
30013,423706,4493793
30014,423391,4495732
30015,423357,4496196
30016,423383,4496496
30017,423631,4497452
30018,423637,4497839
30019,423491,4498361
30020,423472,4498593
30021,423498,4498785
30022,423596,4499158
30023,423763,4500752
30024,423805,4501234
30025,423812,4503052
30026,423737,4504123
30027,423682,4504928
30028,423811,4505428
30029,423813,4505663
30030,423686,4506221
30031,423642,4507062
30032,423813,4502494
30033,423822,4491517
30034,423843,4491240
30035,423804,4501282
30036,423810,4502058
30038,420696.88467,4469593.80032
30039,430527.92381,4469450.83656
30043,430178.04148,4469456.41571
30044,430167.70407,4468978.31054
30045,437089.75257,4457901.67168
30046,437517.70563,4458022.6542
30047,429209.28892,4468651.79009
30048,428993.00027,4469791.41227
30049,429219.88651,4469064.17259
30051,428594.04359,4469585.20131
30052,429552.66029,4470035.85956
30053,428609.53012,4469541.839
30055,429407.08683,4469963.07284
30056,430046.68085,4469874.79957
30057,430373.20319,4469866.51836
30058,430238.81467,4469960.97841
30059,430036.27937,4469942.14631
30060,429337.35335,4470062.65767
30061,429151.73842,4469872.87612
30062,429108.19665,4469927.4538
30063,429735.40144,4469961.52418
30065,430194.27722,4470049.33665
30068,430370.05411,4470072.04631
30069,430394.52072,4469775.6038
30071,430411.27029,4470004.82106
30072,430694.64253,4469813.50357
30073,430505.11127,4469933.5213
30074,430170.84111,4469984.43666
30075,420740.95515,4468316.93815
30076,421607.09604,4468308.45339
30077,423042.7049,4468289.21422
30078,423536.59137,4468316.15638
30079,424321.04769,4468510.57918
30080,425112.7321,4468564.16188
30082,426814.36914,4468505.71402
30083,427600.62549,4468512.07189
30084,428672.09883,4468505.94226
30085,430084.99562,4470186.60662
30086,428673.29054,4468534.54333
30087,427602.74478,4468540.6823
30089,426812.24985,4468541.74194
30090,425131.48605,4468596.3115
30091,424333.1038,4468533.35183
30092,423531.29297,4468346.84229
30093,423039.0403,4468312.118
30094,421607.09604,4468334.10562
30095,420825.6191,4468352.42865
30096,424706.40575,4468443.42884
30097,427205.88309,4468423.75774
30098,424726.95875,4468602.7146
30099,424726.95875,4468506.80059
30100,427216.28262,4468584.12492
30101,427210.67447,4468471.96179
30102,429075.46658,4468563.51108
30103,429075.46658,4468464.00716
30104,429460.69396,4468502.7811
30105,429464.99596,4468521.42309
30106,430216.30466,4468246.93181
30107,430226.14689,4468255.68046
30112,422195.26508,4468269.97504
30113,421778.41631,4468278.2204
30114,420982.28095,4468287.38191
30115,422638.68224,4468261.72968
30116,421203.38043,4468365.13964
30117,421213.15104,4468286.46576
30119,420649.85622,4468392.6431
30120,420592.72093,4468472.98617
30121,420607.63625,4468357.47517
30122,420548.83277,4468284.27083
30123,420536.83205,4468152.263
30124,420607.38405,4468109.41097
30126,420543.90982,4468414.75696
30127,420605.73233,4468339.15581
30128,420628.03746,4468279.47055
30129,420653.32777,4470631.41268
30130,420627.19259,4470633.42308
30131,420682.6693,4470852.3213
30132,420624.27184,4470823.90886
30133,424434.81153,4475999.21378
30134,424165.0092,4476323.58339
30135,423950.48215,4476643.01862
30136,423904.34996,4476391.67899
30137,426303.53411,4475871.27465
30138,424672.3393,4475642.3216
30140,425357.48211,4474858.12732
30141,424705.27176,4475567.42866
30142,425182.51212,4475030.01543
30143,425569.93837,4474631.19992
30144,425583.10502,4474650.08124
30145,425722.72463,4474468.2194
30147,425970.78094,4474001.75049
30148,426219.39148,4473986.26082
30149,426253.51109,4474143.75542
30151,426189.34152,4473918.75766
30152,425966.71103,4474372.04618
30153,424717.53605,4475775.53424
30154,424932.46386,4475442.44707
30155,424218.57676,4476403.92734
30157,423915.85806,4476790.18315
30158,423666.32616,4477095.46131
30159,423775.4954,4477163.1127
30160,423444.44695,4477294.68051
30161,423322.83617,4477256.92094
30162,438751.84457,4442122.92712
30163,438835.68103,4442120.97744
30164,422801.18168,4477756.1252
30165,438809.14717,4442901.31535
30166,424946.72447,4475481.15445
30167,438825.36823,4442997.28923
30168,420517.75575999997,4471526.77098
30169,438875.0789,4443018.95798
30170,433104.70183,4473206.90062
30171,433414.72606,4473385.22353
30172,433970.39999,4473450.44409
30173,438940.08516,4442952.67709
30174,438913.31787,4442904.24105
30175,438918.4164,4443007.48629
30176,438728.701,4442880.64387
30177,437229.3542,4467664.22739
30178,435606.85208,4468276.67452
30179,435746.82334,4468238.50054
30180,436566.848,4472403.93762
30181,441016.66237,4460053.17771
30182,440879.23338,4460154.23676
30183,440885.58363,4459945.76596
30184,438650.42291,4442887.34446
30185,442533.64512,4457725.64313
30186,441738.07236,4438436.97211
30187,441958.43738,4438753.27055
30188,436909.26951,4460998.31134
30189,436609.56131,4461794.3955
30190,436899.74329,4461063.65986
30191,436755.52466,4461095.30785
30192,436696.62717,4461195.17751
30193,436788.81455,4461453.81434
30194,435374.98234,4464059.68067
30195,435492.0094,4463951.197
30196,419279.49138,4465262.28607
30199,419728.21839,4465113.91665
30203,420900.43384,4464839.09748
30204,420562.66539,4464704.91138
30205,420353.90332,4464723.88975
30206,420111.9291,4464851.99375
30210,419068.80259,4465669.41633
30211,419205.71193,4465966.973
30212,418935.64349,4467368.76356
30213,418349.44446,4465958.22043
30214,420978.57926,4465949.6667
30216,420189.50336,4467525.96003
30217,419473.17769,4467232.11215
30218,421199.83404,4465993.87891
30219,421313.92944,4466056.93163
30220,421485.07254,4466101.96929
30221,422199.67004,4466071.94418
30222,421815.34869,4466083.95423
30223,421879.95357,4465518.39562
30224,421890.41146,4465582.53497
30225,421743.28844,4465690.62535
30226,421470.05998,4467549.17936
30229,420546.13131,4465204.89232
30230,420559.4925,4465220.68282
30234,421224.00454,4464896.43981
30235,421205.83141,4464885.33401
30236,421103.54894,4463988.47791
30237,421369.24612,4464121.3265
30239,421612.75635,4464326.04749
30241,422648.53682,4464206.22755
30242,422574.64561,4464692.35394
30243,422500.7544,4464805.13527
30244,422407.41813,4464894.58252
30245,421921.29173,4465201.81441
30246,421878.51261,4465252.37155
30252,422669.08722,4464066.36347
30253,422734.68752,4464021.47906
30254,422810.64575,4464000.76318
30255,422841.68382,4463888.28062
30256,423052.54488,4463703.90294
30257,423052.54488,4463498.45859
30259,423088.41612,4463354.97365
30260,423081.89408,4463038.65458
30261,423039.5008,4462924.51883
30270,421430.92583,4463471.31732
30271,423525.15986,4462908.80228
30272,423538.064,4462707.22721
30273,423821.5387,4462810.56435
30274,423480.82791,4462821.69937
30281,423263.61176,4461292.39861
30282,423288.73622,4461298.19656
30290,426282.28153,4457434.08103
30297,451895.53792,4442393.89191
30298,420262.87743,4465579.6517
30299,420281.33678,4465585.07895
30300,424121.29341,4460024.08115
30301,424163.11364,4459704.1262
30303,424145.30181,4459704.1262
30304,424140.79211,4460017.58158
30305,423503.94803,4460818.68101
30306,423532.54837,4460830.12115
30308,423159.32162,4461890.81328
30309,421888.89216,4463771.28138
30310,421912.64181,4463780.41586
30311,420383.68882,4465379.21463
30312,420397.94355,4465389.51969
30313,420216.96013,4465740.55463
30314,420196.98032,4465738.90307
30316,420157.31137,4467006.75927
30317,420137.23842,4467009.26839
30318,420227.06682,4467474.67464
30319,420205.81205,4467480.12455
30322,420535.66169,4469179.52157
30323,420555.36885,4469174.14689
30324,420580.32668,4468774.79424
30325,421556.7981,4464679.70366
30326,421538.89146,4464670.75034
30331,424350.13784,4459150.17832
30332,424675.92306,4458849.82618
30333,425655.83922,4458139.87723
30334,424337.66956,4459143.05359
30335,424662.92393,4458838.99357
30336,425644.49291,4458120.02118
30338,426214.64507,4457873.2389
30339,426206.13534,4457898.7681
30344,420579.78469,4468959.71888
30346,423615.0219,4458455.13969
30347,424692.12496,4459636.44125
30348,424758.81582,4459373.45842
30350,426285.20435,4458061.98794
30351,425841.08633,4458083.03979
30352,424565.81265,4460133.17079
30353,424518.09882,4460195.79519
30355,424357.06466,4460368.75781
30356,424306.36872,4460428.4001
30357,424330.22563,4460672.93346
30358,425117.78466,4460657.19264
30359,424236.58897,4461183.40321
30360,424143.3675,4461286.98262
30361,424127.94871,4461398.49835
